player_id,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
3,1,7,2,False,2022-08-05T19:00:00Z,0.0,2.0,1,90,0,0,1,0,0,0,0,1,0,0,0,12,16.6,15.0,2.0,3.4,1,0.00,0.06,0.06,1.21,50,0,48303,0,0
3,11,10,12,True,2022-08-13T14:00:00Z,4.0,2.0,2,90,1,1,0,2,0,0,0,0,0,0,2,35,54.8,25.5,28.0,10.8,1,0.38,0.10,0.48,0.46,50,-629,65418,9001,9630
3,21,3,6,False,2022-08-20T16:30:00Z,0.0,3.0,3,87,0,1,1,0,0,0,0,0,0,0,0,25,25.8,34.0,6.0,6.6,1,0.00,0.11,0.11,0.26,50,112040,216726,137326,25286
3,31,9,2,True,2022-08-27T16:30:00Z,2.0,1.0,4,90,0,0,0,1,0,0,0,0,0,0,0,9,8.2,25.0,12.0,4.5,1,0.09,0.07,0.16,0.83,50,42760,267951,77459,34699
3,41,2,2,True,2022-08-31T18:30:00Z,2.0,1.0,5,90,0,0,0,1,0,0,0,0,0,0,0,14,12.6,25.0,8.0,4.6,1,0.00,0.04,0.04,0.45,50,10781,288460,49435,38654
3,56,14,2,False,2022-09-04T15:30:00Z,3.0,1.0,6,90,0,0,0,3,0,0,0,0,0,0,0,18,15.2,14.9,46.0,7.6,1,0.16,0.13,0.29,1.55,50,8776,308627,50721,41945
3,72,4,5,False,2022-09-18T11:00:00Z,0.0,3.0,8,90,0,1,1,0,0,0,0,1,0,0,0,24,25.0,36.2,3.0,6.4,1,0.04,0.25,0.29,0.53,50,-3612,302039,11300,14912
3,81,18,9,True,2022-10-01T11:30:00Z,3.0,1.0,9,90,1,0,0,1,0,0,0,0,0,0,2,29,36.2,20.2,31.0,8.7,1,0.33,0.17,0.50,1.57,51,7375,317511,32640,25265
3,91,12,2,True,2022-10-09T15:30:00Z,3.0,2.0,10,90,0,0,0,2,0,0,0,0,0,0,0,8,16.6,7.3,18.0,4.2,1,0.08,0.25,0.33,1.13,51,63525,390185,83754,20229
3,104,11,3,False,2022-10-16T13:00:00Z,0.0,1.0,11,90,0,0,1,0,0,0,0,0,0,0,0,15,8.6,2.8,2.0,1.3,1,0.00,0.02,0.02,1.86,51,-8549,381694,26252,34801
3,127,17,10,False,2022-10-23T13:00:00Z,1.0,1.0,13,90,1,0,0,1,0,0,0,0,0,0,3,34,49.0,41.6,34.0,12.5,1,0.29,0.06,0.35,0.67,51,16549,368620,34061,17512
3,131,16,3,True,2022-10-30T14:00:00Z,5.0,0.0,14,74,0,0,1,0,0,0,0,0,0,0,0,11,2.8,26.2,16.0,4.5,1,0.04,0.19,0.23,0.39,51,63626,438068,77987,14361
3,142,6,3,False,2022-11-06T12:00:00Z,0.0,1.0,15,90,0,0,1,0,0,0,0,0,0,0,0,16,20.4,4.6,22.0,4.7,1,0.07,0.03,0.10,0.29,51,-9632,429403,28099,37731
3,160,20,1,False,2022-11-12T19:45:00Z,0.0,2.0,16,15,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.2,0.0,0.0,1,0.00,0.00,0.00,0.00,51,-11525,420636,23835,35360
3,161,19,5,True,2022-12-26T20:00:00Z,3.0,1.0,17,90,0,1,0,1,0,0,0,0,0,0,0,22,31.8,31.9,23.0,8.7,1,0.07,0.08,0.15,1.07,51,-28511,396383,88192,116703
3,172,5,2,False,2022-12-31T17:30:00Z,2.0,4.0,18,90,0,0,0,2,0,0,0,0,0,0,0,11,14.8,12.5,0.0,2.7,1,0.00,0.09,0.09,1.15,51,-1692,396368,15387,17079
3,181,15,2,True,2023-01-03T19:45:00Z,0.0,0.0,19,90,0,0,1,0,0,0,0,1,0,0,0,8,8.2,38.3,35.0,8.2,1,0.31,0.16,0.47,1.08,51,-24944,371502,6461,31405
3,199,18,3,False,2023-01-15T16:30:00Z,0.0,2.0,20,90,0,0,1,0,0,0,0,0,0,0,0,19,23.4,19.1,3.0,4.6,1,0.09,0.15,0.24,1.54,50,-23486,349243,9460,32946
3,201,14,5,True,2023-01-22T16:30:00Z,3.0,2.0,21,90,0,1,0,2,0,0,0,0,0,0,0,24,35.2,50.1,10.0,9.5,1,0.00,0.72,0.72,0.33,50,-20825,330216,4547,25372
3,215,8,2,False,2023-02-04T12:30:00Z,1.0,0.0,22,90,0,0,0,1,0,0,0,0,0,0,0,10,4.6,27.1,13.0,4.5,1,0.12,0.08,0.20,1.66,50,-16250,315354,9136,25386
3,221,4,2,True,2023-02-11T15:00:00Z,1.0,1.0,23,80,0,0,0,1,0,0,0,0,0,0,0,15,15.4,35.2,10.0,6.1,1,0.02,0.09,0.11,2.23,49,3683,320392,17036,13353
3,111,13,2,True,2023-02-15T19:30:00Z,1.0,3.0,23,82,0,0,0,3,0,0,0,0,0,0,0,9,5.0,4.2,6.0,1.5,1,0.05,0.08,0.13,1.71,49,3683,320392,17036,13353
3,231,2,2,False,2023-02-18T12:30:00Z,2.0,4.0,24,78,0,0,0,2,0,0,0,0,0,0,0,7,4.2,3.8,8.0,1.6,1,0.06,0.02,0.08,0.40,49,-9378,311777,5007,14385
3,246,10,3,False,2023-02-25T15:00:00Z,0.0,1.0,25,90,0,0,1,0,0,0,0,0,0,0,0,14,8.8,17.8,4.0,3.1,1,0.00,0.08,0.08,0.02,49,-1611,307768,12087,13698
3,61,8,3,True,2023-03-01T19:45:00Z,4.0,0.0,25,71,0,0,1,0,0,0,0,0,0,0,0,14,5.4,5.8,0.0,1.1,1,0.00,0.04,0.04,0.74,49,-1611,307768,12087,13698
3,251,3,1,True,2023-03-04T15:00:00Z,3.0,2.0,26,6,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.3,2.0,0.3,0,0.00,0.01,0.01,0.00,49,-11970,299605,2897,14867
3,264,9,3,False,2023-03-12T14:00:00Z,0.0,3.0,27,90,0,0,1,0,0,0,0,0,0,0,0,15,12.0,15.7,23.0,5.1,1,0.13,0.06,0.19,0.84,49,-13740,286327,2599,16339
3,271,7,9,True,2023-03-19T14:00:00Z,4.0,1.0,28,90,1,0,0,1,0,0,0,0,0,0,2,32,43.4,16.7,33.0,9.3,1,0.40,0.06,0.46,0.60,49,-3425,282313,3280,6705
3,281,11,9,True,2023-04-01T14:00:00Z,4.0,1.0,29,85,1,0,0,1,0,0,0,0,0,0,2,34,42.2,20.1,19.0,8.1,1,0.15,0.25,0.40,0.78,49,-3591,280203,5394,8985
3,296,12,1,False,2023-04-09T15:30:00Z,2.0,2.0,30,90,0,0,0,2,0,0,0,1,0,0,0,11,6.6,2.2,7.0,1.6,1,0.04,0.01,0.05,3.96,49,6470,288288,10283,3813
3,309,19,0,False,2023-04-16T13:00:00Z,,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,7194,296353,13174,5980
4,1,7,0,False,2022-08-05T19:00:00Z,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,86132,0,0
4,11,10,0,True,2022-08-13T14:00:00Z,4.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-12599,87552,5829,18428
4,21,3,0,False,2022-08-20T16:30:00Z,0.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,21882,131934,57920,36038
4,31,9,2,True,2022-08-27T16:30:00Z,2.0,1.0,4,90,0,0,0,1,0,0,0,0,0,0,0,15,4.2,3.8,0.0,0.8,1,0.00,0.04,0.04,0.83,44,-18950,115883,14683,33633
4,41,2,0,True,2022-08-31T18:30:00Z,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-9174,110818,10920,20094
4,56,14,0,False,2022-09-04T15:30:00Z,3.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-25515,85016,941,26456
4,72,4,0,False,2022-09-18T11:00:00Z,0.0,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-6095,81657,1257,7352
4,81,18,0,True,2022-10-01T11:30:00Z,3.0,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-5443,77553,2120,7563
4,91,12,0,True,2022-10-09T15:30:00Z,3.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-6254,71360,917,7171
4,104,11,0,False,2022-10-16T13:00:00Z,0.0,1.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-5619,65729,301,5920
4,127,17,0,False,2022-10-23T13:00:00Z,1.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-2121,60967,211,2332
4,131,16,0,True,2022-10-30T14:00:00Z,5.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,2891,64887,6735,3844
4,142,6,1,False,2022-11-06T12:00:00Z,0.0,1.0,15,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.5,0.0,0.2,0,0.00,0.00,0.00,0.00,42,5537,71884,11507,5970
4,160,20,1,False,2022-11-12T19:45:00Z,0.0,2.0,16,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,5975,78891,12847,6872
4,161,19,1,True,2022-12-26T20:00:00Z,3.0,1.0,17,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,10525,90846,32941,22416
4,172,5,1,False,2022-12-31T17:30:00Z,2.0,4.0,18,16,0,0,0,1,0,0,0,0,0,0,0,3,0.4,0.1,0.0,0.1,0,0.00,0.00,0.00,0.46,42,2880,94836,8124,5244
4,181,15,0,True,2023-01-03T19:45:00Z,0.0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-3592,91604,2863,6455
4,199,18,0,False,2023-01-15T16:30:00Z,0.0,2.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-3557,90147,3386,6943
4,201,14,0,True,2023-01-22T16:30:00Z,3.0,2.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-4490,84202,830,5320
4,215,8,0,False,2023-02-04T12:30:00Z,1.0,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-2962,82046,6199,9161
4,221,4,0,True,2023-02-11T15:00:00Z,1.0,1.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-5079,76867,616,5695
4,111,13,0,True,2023-02-15T19:30:00Z,1.0,3.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-5079,76867,616,5695
4,231,2,0,False,2023-02-18T12:30:00Z,2.0,4.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-2397,74667,714,3111
4,246,10,0,False,2023-02-25T15:00:00Z,0.0,1.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-3025,71298,655,3680
4,61,8,0,True,2023-03-01T19:45:00Z,4.0,0.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-3025,71298,655,3680
4,251,3,0,True,2023-03-04T15:00:00Z,3.0,2.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-1830,69981,313,2143
4,264,9,0,False,2023-03-12T14:00:00Z,0.0,3.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-1295,68745,283,1578
4,271,7,0,True,2023-03-19T14:00:00Z,4.0,1.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-1077,67602,137,1214
4,281,11,0,True,2023-04-01T14:00:00Z,4.0,1.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-825,66979,218,1043
4,296,12,0,False,2023-04-09T15:30:00Z,2.0,2.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-478,66519,233,711
4,309,19,0,False,2023-04-16T13:00:00Z,,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-476,66081,307,783
5,1,7,0,False,2022-08-05T19:00:00Z,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,14331,0,0
5,11,10,0,True,2022-08-13T14:00:00Z,4.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-2978,14520,631,3609
5,21,3,0,False,2022-08-20T16:30:00Z,0.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-2174,13295,683,2857
5,31,9,1,True,2022-08-27T16:30:00Z,2.0,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-1795,12198,363,2158
5,41,2,1,True,2022-08-31T18:30:00Z,2.0,1.0,5,2,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0.0,0.0,0.2,0,0.00,0.00,0.00,0.00,43,-648,12085,461,1109
5,56,14,0,False,2022-09-04T15:30:00Z,3.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-473,12112,556,1029
5,72,4,0,False,2022-09-18T11:00:00Z,0.0,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-189,12232,114,303
5,81,18,0,True,2022-10-01T11:30:00Z,3.0,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-190,12343,382,572
5,91,12,0,True,2022-10-09T15:30:00Z,3.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-51,12562,640,691
5,104,11,1,False,2022-10-16T13:00:00Z,0.0,1.0,11,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,0,0.00,0.00,0.00,0.14,42,-327,12405,329,656
5,127,17,0,False,2022-10-23T13:00:00Z,1.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-47,12380,260,307
5,131,16,0,True,2022-10-30T14:00:00Z,5.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-263,12264,199,462
5,142,6,1,False,2022-11-06T12:00:00Z,0.0,1.0,15,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-247,12120,145,392
5,160,20,0,False,2022-11-12T19:45:00Z,0.0,2.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-108,12141,223,331
5,161,19,0,True,2022-12-26T20:00:00Z,3.0,1.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,11,12351,774,763
5,172,5,1,False,2022-12-31T17:30:00Z,2.0,4.0,18,3,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,0,0.00,0.00,0.00,0.14,42,-146,12284,115,261
5,181,15,0,True,2023-01-03T19:45:00Z,0.0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-137,12199,64,201
5,199,18,0,False,2023-01-15T16:30:00Z,0.0,2.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-145,12150,103,248
5,201,14,1,True,2023-01-22T16:30:00Z,3.0,2.0,21,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-157,12025,71,228
5,215,8,0,False,2023-02-04T12:30:00Z,1.0,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-163,11971,129,292
5,221,4,0,True,2023-02-11T15:00:00Z,1.0,1.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-110,11934,75,185
5,111,13,0,True,2023-02-15T19:30:00Z,1.0,3.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-110,11934,75,185
5,231,2,1,False,2023-02-18T12:30:00Z,2.0,4.0,24,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-76,11918,58,134
5,246,10,0,False,2023-02-25T15:00:00Z,0.0,1.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-83,11876,69,152
5,61,8,0,True,2023-03-01T19:45:00Z,4.0,0.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-83,11876,69,152
5,251,3,0,True,2023-03-04T15:00:00Z,3.0,2.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-59,11932,85,144
5,264,9,0,False,2023-03-12T14:00:00Z,0.0,3.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-41,11937,70,111
5,271,7,2,True,2023-03-19T14:00:00Z,4.0,1.0,28,90,0,0,0,1,0,0,0,0,0,0,0,16,20.4,1.3,7.0,2.9,1,0.03,0.01,0.04,0.60,42,21,12045,149,128
5,281,11,2,True,2023-04-01T14:00:00Z,4.0,1.0,29,90,0,0,0,1,0,0,0,0,0,0,0,16,21.2,1.4,0.0,2.3,1,0.00,0.01,0.01,0.78,42,667,12800,842,175
5,296,12,1,False,2023-04-09T15:30:00Z,2.0,2.0,30,90,0,0,0,2,0,0,0,0,0,0,0,10,18.6,3.2,2.0,2.4,1,0.00,0.00,0.00,3.96,42,480,13335,737,257
5,309,19,0,False,2023-04-16T13:00:00Z,,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,2103,15555,2481,378
6,1,7,3,False,2022-08-05T19:00:00Z,0.0,2.0,1,90,0,0,1,0,0,0,0,0,0,0,0,17,22.6,12.9,10.0,4.6,1,0.10,0.02,0.12,1.21,50,0,39617,0,0
6,11,10,2,True,2022-08-13T14:00:00Z,4.0,2.0,2,90,0,0,0,2,0,0,0,0,0,0,0,9,5.4,4.8,39.0,4.9,1,0.39,0.02,0.41,0.46,50,4047,61511,12745,8698
6,21,3,3,False,2022-08-20T16:30:00Z,0.0,3.0,3,90,0,0,1,0,0,0,0,0,0,0,0,13,13.2,3.8,0.0,1.7,1,0.00,0.02,0.02,0.28,50,-5523,61170,8704,14227
6,31,9,0,True,2022-08-27T16:30:00Z,2.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-8910,54948,3409,12319
6,41,2,0,True,2022-08-31T18:30:00Z,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-15298,40160,407,15705
6,56,14,0,False,2022-09-04T15:30:00Z,3.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-9978,30613,131,10109
6,72,4,3,False,2022-09-18T11:00:00Z,0.0,3.0,8,77,0,0,1,0,0,0,0,0,0,0,0,13,10.2,6.9,0.0,1.7,1,0.00,0.04,0.04,0.49,48,-900,26315,54,954
6,81,18,10,True,2022-10-01T11:30:00Z,3.0,1.0,9,72,1,0,0,1,0,0,0,0,0,0,3,39,53.6,46.4,15.0,11.5,1,0.06,0.07,0.13,1.56,48,-333,26537,1078,1411
6,91,12,2,True,2022-10-09T15:30:00Z,3.0,2.0,10,90,0,0,0,2,0,0,0,0,0,0,0,17,21.2,13.6,0.0,3.5,1,0.00,0.05,0.05,1.13,48,15410,45510,17732,2322
6,104,11,3,False,2022-10-16T13:00:00Z,0.0,1.0,11,90,0,0,1,0,0,0,0,0,0,0,0,15,10.0,1.0,0.0,1.1,1,0.00,0.00,0.00,1.86,48,3125,49227,7934,4809
6,127,17,2,False,2022-10-23T13:00:00Z,1.0,1.0,13,90,0,0,0,1,0,0,0,0,0,0,0,14,14.4,14.5,2.0,3.1,1,0.00,0.07,0.07,0.67,48,4234,53204,6924,2690
6,131,16,9,True,2022-10-30T14:00:00Z,5.0,0.0,14,90,1,0,1,0,0,0,0,0,0,0,1,31,45.8,21.6,34.0,10.1,1,0.16,0.23,0.39,0.43,48,-1545,52188,3316,4861
6,142,6,3,False,2022-11-06T12:00:00Z,0.0,1.0,15,90,0,0,1,0,0,0,0,0,0,0,0,14,12.2,2.6,11.0,2.6,1,0.34,0.02,0.36,0.29,48,2336,55765,5751,3415
6,160,20,2,False,2022-11-12T19:45:00Z,0.0,2.0,16,90,0,0,1,0,0,0,0,1,0,0,0,9,12.4,13.2,0.0,2.6,1,0.00,0.02,0.02,0.68,48,1138,57762,4810,3672
6,161,19,2,True,2022-12-26T20:00:00Z,3.0,1.0,17,90,0,0,0,1,0,0,0,0,0,0,0,14,8.2,6.6,3.0,1.8,1,0.05,0.08,0.13,1.07,48,821,59947,11486,10665
6,172,5,1,False,2022-12-31T17:30:00Z,2.0,4.0,18,73,0,0,0,1,0,0,0,1,0,0,0,7,8.2,20.7,18.0,4.7,1,0.16,0.02,0.18,0.68,48,-1288,59144,2149,3437
6,181,15,3,True,2023-01-03T19:45:00Z,0.0,0.0,19,90,0,0,1,0,0,0,0,0,0,0,0,12,20.4,17.7,16.0,5.4,1,0.07,0.03,0.10,1.08,48,-2431,56940,1251,3682
6,199,18,3,False,2023-01-15T16:30:00Z,0.0,2.0,20,90,0,0,1,0,0,0,0,0,0,0,0,12,23.2,16.1,6.0,4.5,1,0.12,0.05,0.17,1.54,48,-1863,55640,1730,3593
6,201,14,2,True,2023-01-22T16:30:00Z,3.0,2.0,21,90,0,0,0,2,0,0,0,0,0,0,0,18,13.4,17.2,8.0,3.9,1,0.11,0.04,0.15,0.33,48,-521,55646,2125,2646
6,215,8,1,False,2023-02-04T12:30:00Z,1.0,0.0,22,58,0,0,0,0,0,0,0,0,0,0,0,9,15.0,4.7,7.0,2.7,1,0.03,0.03,0.06,1.33,47,-4303,51670,1501,5804
6,221,4,3,True,2023-02-11T15:00:00Z,1.0,1.0,23,90,0,0,0,1,0,0,0,0,0,0,1,23,33.4,68.8,3.0,10.5,1,0.04,0.14,0.18,2.37,47,336,52594,2204,1868
6,111,13,0,True,2023-02-15T19:30:00Z,1.0,3.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,336,52594,2204,1868
6,231,2,0,False,2023-02-18T12:30:00Z,2.0,4.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-1941,50859,811,2752
6,246,10,1,False,2023-02-25T15:00:00Z,0.0,1.0,25,6,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,0.00,47,-2536,48104,200,2736
6,61,8,1,True,2023-03-01T19:45:00Z,4.0,0.0,25,45,0,0,0,0,0,0,0,0,0,0,0,18,10.4,17.4,2.0,3.0,0,0.00,0.41,0.41,0.72,47,-2536,48104,200,2736
6,251,3,8,True,2023-03-04T15:00:00Z,3.0,2.0,26,90,1,0,0,2,0,0,0,0,0,0,1,29,48.8,19.8,37.0,10.6,1,0.60,0.11,0.71,1.32,47,-475,48173,566,1041
6,264,9,3,False,2023-03-12T14:00:00Z,0.0,3.0,27,90,0,0,1,0,0,0,0,0,0,0,0,21,23.8,7.1,0.0,3.1,1,0.00,0.02,0.02,0.84,47,1662,50380,2427,765
6,271,7,2,True,2023-03-19T14:00:00Z,4.0,1.0,28,90,0,0,0,1,0,0,0,0,0,0,0,14,12.0,20.1,5.0,3.7,1,0.14,0.17,0.31,0.60,47,377,50922,1348,971
6,281,11,1,True,2023-04-01T14:00:00Z,4.0,1.0,29,59,0,0,0,0,0,0,0,0,0,0,0,10,7.8,1.9,0.0,1.0,1,0.00,0.01,0.01,0.27,47,-795,50508,810,1605
6,296,12,2,False,2023-04-09T15:30:00Z,2.0,2.0,30,90,0,0,0,2,0,0,0,0,0,0,0,18,17.6,3.8,0.0,2.1,1,0.00,0.00,0.00,3.96,47,-359,50384,617,976
6,309,19,0,False,2023-04-16T13:00:00Z,,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,234,50842,1035,801
7,1,7,3,False,2022-08-05T19:00:00Z,0.0,2.0,1,90,0,0,1,0,0,0,0,0,0,0,0,9,3.4,8.3,23.0,3.5,1,0.09,0.06,0.15,1.21,65,0,1133257,0,0
7,11,10,2,True,2022-08-13T14:00:00Z,4.0,2.0,2,90,0,0,0,2,0,0,0,0,0,0,0,19,7.6,15.3,12.0,3.5,1,0.03,0.07,0.10,0.46,65,-78957,1175045,58220,137177
7,21,3,16,False,2022-08-20T16:30:00Z,0.0,3.0,3,73,2,0,1,0,0,0,0,0,0,0,3,47,67.8,10.0,42.0,12.0,1,0.64,0.05,0.69,0.12,64,-188934,1025266,67382,256316
